Emrakul,Halimar Depth,Serum Powder,Shelldock Isle,Shadwborn Apostle,Max Mulliagan,Exile Emrakul,Exile Shelldock Isle,Lose,Turn 4,Turn 5,Turn 4 + Turn 5 - Lose,Turn 6,Turn 7,Turn 8,Turn 9
4,1,3,2,46,1,0,0,47.32,3.81,8.01,-35.5,9.3,10,10.92,10.6399
2,3,4,2,45,0,0,1,51.82,6.67,9.64,-35.51,9.2,8.51,7.66,6.51
4,4,1,1,46,3,3,0,46.75,4.2,7.03,-35.52,9.47,11.31,11.06,10.18
4,4,1,1,46,3,2,0,46.67,4.10999,7.04,-35.52001,9.46,11.44,11.04,10.24
4,3,1,1,47,3,2,0,46.22,4.07,6.61999,-35.53001,9.01,11.08,11.69,11.3
4,1,4,2,45,3,1,1,46.68,3.81,7.32,-35.55,8.73,10.44,11.58,11.45
1,4,4,2,45,2,0,1,49.5,4.62,9.31,-35.57,11.4699,10.78,8.25,6.08
1,1,4,2,48,1,0,1,50.26,4.65,10.01,-35.6,11.02,9.86,8.21999,5.97
3,0,3,3,47,0,1,0,49.22,2.79,10.83,-35.6,9.62999,10.02,9.55,7.96
4,1,4,2,45,3,1,0,46.72,3.76999,7.35,-35.60001,8.69,10.43,11.65,11.39
3,2,1,1,49,2,0,0,45.65,3.66,6.37,-35.62,9.6,11.32,11.98,11.42
4,2,4,2,44,0,3,0,51,6.71,8.66,-35.63,8.01,8.62,8.79999,8.2
2,3,4,2,45,0,1,1,52.01,6.69,9.69,-35.63,8.97,8.44,7.57,6.63
3,0,4,3,46,0,0,2,49.73,3.2,10.9,-35.63,9.16,9.37999,9.33,8.3
3,3,2,1,47,3,2,0,46.58,4.10999,6.83,-35.64001,9.39,11.17,11.39,10.54
4,1,4,2,45,3,0,0,46.68,3.8,7.23,-35.65,8.74,10.4899,11.49,11.58
3,4,4,2,43,0,1,1,52.3599,7.08,9.6,-35.6799,8.75,8.04,7.46,6.72
3,4,4,2,43,0,1,0,52.32,6.93,9.71,-35.68,8.83,8,7.48999,6.72
1,3,0,1,51,3,0,0,49.11,3.88,9.54,-35.69,13.76,12.2,7.26,4.24
1,4,1,3,47,0,0,2,56.35,7.58,13.07,-35.7,10.37,6.5,3.5,2.64
3,4,4,2,43,0,0,0,52.3399,7.08,9.53,-35.7299,8.76,8.06,7.47,6.75
2,1,3,2,48,0,0,1,50.2399,5.37,9.13999,-35.72991,9.44,9.91,8.9,6.99
1,1,4,2,48,1,0,0,50.36,4.67,9.93,-35.76,11,9.79,8.16,6.08
4,0,4,3,45,0,3,2,49.58,2.57,11.2,-35.81,8.92,9.41,9.44,8.89
4,2,0,1,49,3,0,0,45.53,3.59999,6.1,-35.83001,8.61,11.25,12.44,12.4799
1,2,2,4,47,0,0,0,58.28,8.75,13.6699,-35.8601,8.41,5.25,3.19,2.42999
3,0,4,3,46,0,1,2,49.83,3.19,10.77,-35.87,9.17,9.52,9.25,8.26
2,4,1,1,48,1,1,0,48.04,3.96,8.19,-35.89,11.01,12.02,9.92,6.85999
3,2,1,1,49,2,1,0,45.82,3.64,6.27999,-35.90001,9.45,11.32,12.12,11.3799
4,3,1,1,47,2,3,0,46.7399,4.18,6.64,-35.9199,9.67,10.71,11.25,10.81
3,0,2,2,49,2,2,0,42.8,0.89,5.99,-35.92,9.11,12.74,14.41,14.05
4,2,0,1,49,3,1,0,45.73,3.65,6.15,-35.93,8.46999,11.33,12.29,12.3799
3,0,2,2,49,2,2,1,42.9,0.89999,6.03,-35.97001,9.11,12.54,14.36,14.16
4,2,0,1,49,3,3,0,45.67,3.56,6.13,-35.98,8.48,11.4,12.36,12.4
3,4,4,2,43,0,0,1,52.4499,6.90999,9.54,-35.99991,8.73,8.14,7.51,6.72
4,2,0,1,49,3,2,0,45.71,3.62,6.09,-36,8.48,11.29,12.42,12.4
1,0,0,2,53,3,0,1,46.21,1.26,8.95,-36,14.2999,14.95,9.18,5.14999
1,3,2,3,47,0,0,0,56.71,7.77999,12.92,-36.01001,9.87,6.2,3.76999,2.74
2,1,3,2,48,0,0,0,50.4,5.33,9.04,-36.03,9.45,9.73,8.99,7.06
1,3,2,3,47,0,0,1,56.76,7.72999,13,-36.03001,9.84,6.21,3.67999,2.78
2,1,3,2,48,0,1,0,50.47,5.36,9.06,-36.05,9.4,9.82,8.95,6.94
2,1,3,2,48,0,1,1,50.4,5.22,9.08,-36.1,9.56999,9.79,8.94,7
1,2,0,2,51,0,0,1,56.44,6.97,13.34,-36.13,11.24,6.23999,3.07,2.7
1,0,2,4,49,0,0,1,56.51,6.61999,13.76,-36.13001,9.46,6.8,4.19,2.65999
2,4,1,1,48,1,0,0,48.27,3.92,8.2,-36.15,11.03,11.8999,9.92,6.76
1,2,3,4,46,0,0,3,58.47,9,13.27,-36.2,8.23,5.3,3.35,2.37
4,0,2,3,47,0,3,2,48.6999,1.55,10.92,-36.2299,9.6,10.19,10.08,8.95999
4,3,1,1,47,2,2,0,46.92,4.04,6.65,-36.23,9.6,10.59,11.37,10.85
1,3,2,4,46,0,0,3,58.69,8.75,13.69,-36.25,8.74,4.92,2.98,2.21
1,2,0,2,51,0,0,0,56.53,6.97,13.3099,-36.2501,11.11,6.3,3.04,2.73
4,2,0,1,49,2,1,0,46.04,3.55,6.2,-36.29,9.04999,10.95,12.0499,12.17
1,0,1,2,52,3,0,1,46.77,1.91,8.57,-36.29,12.44,14.43,10.4,5.48
1,2,1,2,50,0,0,1,55.93,6.98,12.64,-36.31,10.86,6.93,3.81,2.84
4,2,0,1,49,2,3,0,46.08,3.58,6.18999,-36.31001,9.06,10.95,11.92,12.22
1,2,1,2,50,0,0,0,55.92,6.95999,12.64,-36.32001,10.78,6.97,3.88,2.86
4,2,4,2,44,0,2,1,51.4,6.61,8.45,-36.34,7.9,8.55999,8.82,8.25
4,4,1,1,46,2,3,0,47.48,4.16,6.97,-36.35,10.15,10.81,10.73,9.7
3,0,4,3,46,0,0,0,50.47,3.27,10.84,-36.36,9.03,9.37999,8.98,8.03
2,0,4,2,48,3,1,0,45.37,2.1,6.90999,-36.36001,9.13,11.33,12.91,12.26
1,2,3,4,46,0,0,2,58.6099,8.75,13.4899,-36.37,8.1,5.37,3.34,2.34
4,2,0,1,49,2,2,0,46.07,3.64,6.05,-36.38,9.02,11.02,11.98,12.21
3,0,1,2,50,1,2,0,42.92,0.59,5.94999,-36.38001,10.27,12.72,14.54,13.01
1,4,0,4,47,0,0,3,58.62,8.29,13.94,-36.39,9.1,4.85999,2.81,2.38
1,0,0,2,53,3,0,0,46.4,1.25,8.76,-36.39,14.31,15.0499,9.19,5.04
4,1,4,2,45,2,1,1,47.48,3.75,7.32,-36.41,9.07,10.27,11,11.11
2,0,3,2,49,1,0,1,45.7,1.89,7.39999,-36.41001,10.37,11.44,12.34,10.86
1,4,0,4,47,0,0,0,58.51,8.27,13.8199,-36.4201,9.3,4.9,2.76,2.42999
3,3,2,1,47,2,2,0,47.3399,4.05,6.85999,-36.42991,9.71999,10.85,11.2,9.99
1,2,3,3,47,0,0,0,56.65,7.84,12.3799,-36.4301,9.19,6.54,4.26,3.13999
4,1,4,2,45,2,1,0,47.57,3.84,7.27,-36.46,9.08,10.24,10.91,11.09
4,0,3,3,46,0,2,2,49.45,2.08,10.91,-36.46,9.13999,9.76,9.7,8.95999
1,0,2,4,49,0,0,0,56.72,6.61999,13.6399,-36.46011,9.28,6.84,4.19,2.71
1,3,1,2,49,0,0,0,55.6,6.77,12.36,-36.47,11.36,7.10999,3.91,2.88999
4,1,4,2,45,2,0,0,47.47,3.8,7.19999,-36.47001,9.16,10.39,11.03,10.96
2,0,4,2,48,3,0,0,45.51,2.08,6.95999,-36.47001,9.11,11.37,12.8399,12.13
2,0,4,2,48,3,0,1,45.6,2.13999,6.95999,-36.50002,8.98,11.24,12.9,12.17
4,4,1,1,46,2,2,0,47.62,4.14,6.97,-36.51,10,10.87,10.6399,9.75
4,1,4,2,45,2,0,1,47.61,3.79,7.31,-36.51,9.08,10.26,10.97,10.9799
3,0,1,2,50,1,2,1,43.07,0.6,5.94,-36.53,10.16,12.8,14.52,12.91
3,4,1,1,47,1,0,0,48.48,3.98,7.96999,-36.53001,10.2,11.24,10.01,8.12
3,2,4,2,45,0,0,0,51.42,6.23,8.64999,-36.54001,8.24,8.70999,8.78,7.96999
4,2,0,1,49,2,0,0,46.25,3.57,6.13,-36.55,8.98,10.9799,12.04,12.0499
2,0,3,2,49,1,1,1,45.76,1.88,7.33,-36.55,10.29,11.6,12.41,10.72
2,0,3,2,49,1,1,0,45.8799,1.85999,7.43999,-36.57992,10.38,11.48,12.29,10.68
3,4,1,1,47,1,1,0,48.54,4.08,7.88,-36.58,10.1,11.19,10.03,8.18
2,3,2,1,48,2,0,0,47.53,3.82,7.13,-36.58,10.5,11.4699,10.86,8.69
1,3,2,4,46,0,0,2,58.93,8.64,13.7,-36.59,8.6,4.92,2.97,2.23999
2,0,4,2,48,3,1,1,45.58,2.11,6.85,-36.62,9.13,11.23,12.8799,12.21
4,3,1,1,47,3,0,0,47.11,3.92,6.56999,-36.62001,8.87,10.84,11.36,11.33
1,4,1,3,47,0,0,1,56.96,7.41,12.92,-36.63,10.2999,6.32,3.49,2.6
2,0,3,2,49,1,0,0,45.81,1.9,7.28,-36.63,10.34,11.55,12.4,10.73
1,0,1,2,52,3,0,0,47.03,1.88,8.51,-36.64,12.43,14.37,10.43,5.35
3,2,4,2,45,0,0,1,51.6299,6.31,8.67,-36.6499,8.26,8.64,8.64,7.85
3,0,4,3,46,0,1,1,50.6399,3.23,10.75,-36.6599,9.08,9.28,9.06,7.96999
1,0,3,4,48,0,0,3,56.86,7.02,13.18,-36.66,9.13,6.75,4.35,2.71
1,4,1,3,47,0,0,0,56.92,7.38,12.86,-36.68,10.38,6.23,3.53,2.69
1,4,0,4,47,0,0,1,58.84,8.19,13.9699,-36.6801,9.1,4.79,2.76,2.34
3,0,4,3,46,0,1,0,50.57,3.20999,10.67,-36.69001,9.1,9.35,9.03,8.08
4,2,4,2,44,0,2,0,51.7399,6.51,8.53,-36.6999,7.84,8.53,8.67,8.19
1,1,3,3,48,0,0,0,56.21,7.47,12.04,-36.7,9.22999,7.07,4.78,3.19
1,4,0,4,47,0,0,2,58.72,8.21999,13.8,-36.70001,9.32,4.8,2.74,2.41
1,3,1,2,49,0,0,1,55.76,6.71,12.34,-36.71,11.26,7.14999,3.94,2.84
2,2,1,1,50,1,1,0,48.28,3.86999,7.68999,-36.72002,10.75,11.95,10.2999,7.17
3,2,4,2,45,0,1,0,51.54,6.32,8.49,-36.73,8.21999,8.76,8.72,7.95
3,4,2,1,46,3,2,0,47.99,4.15,7.10999,-36.73001,9.55,11.15,10.65,9.4
4,0,4,3,45,0,2,2,50.17,2.46999,10.97,-36.73001,8.82,9.22999,9.41,8.93
2,2,1,1,50,1,0,0,48.3399,3.81,7.77999,-36.74991,10.62,11.8999,10.27,7.27
3,2,4,2,45,0,1,1,51.59,6.21,8.63,-36.75,8.18,8.69,8.63,8.07
4,4,1,1,46,3,0,0,47.65,4.08,6.79,-36.78,9.28,11.01,11.09,10.09
1,2,3,3,47,0,0,1,56.8,7.68999,12.32,-36.79001,9.04,6.66,4.36,3.11999
4,0,3,3,46,0,3,1,49.91,2.15,10.93,-36.83,9.29,9.49,9.55,8.68
3,0,4,3,46,0,0,1,50.81,3.20999,10.77,-36.83001,9,9.32,8.97,7.92
4,4,1,1,46,3,1,0,47.78,4.03,6.9,-36.85,9.3,10.99,10.78,10.22
3,1,2,2,48,0,0,0,49.82,4.79,8.17,-36.86,9.02,10.14,9.78,8.27
3,1,2,2,48,0,0,1,49.87,4.79,8.21999,-36.86001,9.04,10.03,9.75,8.29
4,0,2,3,47,0,2,2,49.12,1.56999,10.68,-36.87001,9.47,10.22,10.08,8.87
4,3,1,1,47,3,1,0,47.22,3.91,6.43999,-36.87001,8.94,10.81,11.55,11.1299
1,1,3,3,48,0,0,1,56.25,7.37,12,-36.88,9.3,6.99,4.85999,3.21999
3,1,3,2,47,0,2,0,50.2399,5.14,8.19,-36.9099,8.68,9.6,9.69,8.45999
2,3,2,1,48,2,1,0,47.72,3.71999,7.07,-36.93001,10.62,11.43,10.83,8.61
3,1,3,2,47,0,2,1,50.23,5.02,8.26,-36.95,8.59,9.56999,9.77,8.55
1,0,2,2,51,3,0,1,47.61,2.29,8.37,-36.95,10.95,13.22,11.2,6.35
3,1,2,2,48,0,1,0,49.97,4.72,8.28,-36.97,8.97,9.98,9.82,8.26
1,4,4,4,43,1,0,1,56.37,6.32999,13.07,-36.97001,11.23,6.68,3.91,2.41
1,4,4,4,43,1,0,0,56.44,6.31,13.15,-36.98,11.1299,6.74,3.9,2.34
2,0,4,2,48,2,0,0,46.02,2.13999,6.89,-36.99001,9.47,11.54,12.24,11.69
4,0,4,3,45,0,3,1,50.61,2.53,11.08,-37,8.97,9.11,9.25,8.45
4,0,3,3,46,0,3,0,49.97,2.13999,10.83,-37.00001,9.25,9.59,9.56,8.68
1,3,3,3,46,0,0,2,57.0899,7.67,12.41,-37.0099,9.32,6.35,4.06,3.09
1,0,3,4,48,0,0,2,57.07,6.93,13.13,-37.01,9.01,6.74,4.36,2.75
2,0,4,2,48,2,0,1,46.04,2.11,6.9,-37.03,9.31,11.67,12.23,11.73
2,0,4,2,48,2,1,1,46.08,2.11,6.92,-37.05,9.3,11.45,12.33,11.81
3,0,2,2,49,3,1,1,43.68,0.86999,5.72999,-37.08002,8.64,11.76,14.61,14.7199
3,0,2,2,49,3,0,1,43.71,0.89,5.72999,-37.09001,8.68,11.68,14.62,14.68
1,0,0,2,53,2,0,0,47.4,1.27,9.02,-37.11,14.45,15.9,8.06,3.9
3,0,1,2,50,1,0,1,43.46,0.59,5.75,-37.12,10,12.47,14.4999,13.23
4,0,2,3,47,0,3,0,49.5,1.55999,10.8,-37.14001,9.56,9.94,9.9,8.74
4,0,1,3,48,0,3,2,48.65,1.08,10.41,-37.16,9.95,10.61,10.47,8.82
2,0,4,2,48,2,1,0,46.2,2.13999,6.9,-37.16001,9.3,11.43,12.27,11.76
1,1,4,4,46,0,0,3,58.28,8.51,12.6,-37.17,8.11,5.89,3.98999,2.63
3,1,2,2,48,0,1,1,49.96,4.67,8.11,-37.18,9.21,9.96999,9.87,8.21
1,0,2,2,51,3,0,0,47.73,2.29,8.25,-37.19,11.06,13.27,11.14,6.26
4,0,2,3,47,0,3,1,49.47,1.52,10.75,-37.2,9.54,10.16,9.92,8.64999
3,0,1,2,50,1,0,0,43.58,0.6,5.77999,-37.20001,9.93,12.52,14.45,13.15
4,0,4,3,45,0,3,0,50.79,2.55,11.03,-37.21,8.86,9.07,9.22999,8.48
3,0,1,2,50,1,1,0,43.51,0.61,5.68999,-37.21001,10.01,12.47,14.46,13.25
4,4,4,2,42,0,0,1,53.3399,7.07,9.04999,-37.21991,8.23,7.77,7.39999,7.14999
4,4,4,2,42,0,1,1,53.36,7.03,9.06,-37.27,8.34,7.73999,7.48999,6.98
1,3,0,1,51,2,0,0,50.7399,3.95,9.49,-37.2999,14.36,12.1399,6.51,2.82
1,0,0,2,53,2,0,1,47.4499,1.32,8.82,-37.3099,14.45,15.9599,8.12,3.88
3,3,2,1,47,3,0,0,47.81,3.88999,6.61,-37.31001,8.99,10.82,11.21,10.67
4,4,4,2,42,0,1,0,53.5599,7.12,9.1,-37.3399,8.2,7.68,7.37,6.95999
4,3,4,2,43,0,1,0,52.9,6.89,8.67,-37.34,8,7.93999,7.97999,7.62
2,4,4,2,44,0,0,0,53.47,6.43,9.69,-37.35,9.06,8.08,7.1,6.18
3,0,1,2,50,1,1,1,43.75,0.62,5.77,-37.36,9.94,12.47,14.38,13.0599
4,4,4,2,42,0,0,0,53.43,7,9.04999,-37.38001,8.24,7.81,7.42,7.04999
3,0,2,2,49,3,1,0,44.01,0.84,5.7,-37.47,8.59,11.77,14.53,14.56
4,4,1,1,46,2,0,0,48.43,4.09,6.85999,-37.48001,9.83,10.59,10.52,9.68
4,0,2,3,47,0,2,1,49.69,1.52,10.67,-37.5,9.44,10.0599,9.84,8.78
1,0,1,2,52,2,0,1,47.96,1.89,8.55,-37.52,12.72,14.94,9.42,4.52
2,4,4,2,44,0,0,1,53.59,6.51,9.56,-37.52,9.04,8.19,7.02,6.11
4,3,1,1,47,2,0,0,48.04,3.95,6.56999,-37.52001,9.24,10.38,11.07,10.76
3,3,2,1,47,3,1,0,48,3.9,6.55,-37.55,8.9,10.76,11.19,10.69
1,4,0,2,49,0,0,1,56.35,6.51,12.29,-37.55,11.79,6.72999,3.5,2.83
1,0,1,2,52,2,0,0,47.9499,1.91,8.48,-37.5599,12.68,14.95,9.47,4.56
3,2,1,1,49,1,2,0,48.3,3.82,6.92,-37.56,8.91,10.73,11.19,10.14
1,1,4,4,46,0,0,2,58.58,8.42,12.6,-37.56,7.89,5.89999,3.96999,2.64
4,2,3,2,45,0,0,0,51.94,6.18,8.2,-37.56,7.82,8.70999,8.87,8.29
4,0,1,3,48,0,3,0,49.09,1.11,10.42,-37.56,9.84,10.61,10.11,8.82
4,0,1,3,48,0,2,2,48.9499,1.04,10.33,-37.5799,9.94,10.74,10.16,8.84
4,3,4,2,43,0,1,1,53.11,6.94,8.59,-37.58,7.86,7.97999,7.87,7.64999
4,2,3,2,45,0,0,1,51.97,6.14,8.21,-37.62,7.96,8.53,8.86,8.33
4,0,3,3,46,0,2,1,50.37,2,10.74,-37.63,9.11,9.56999,9.52,8.69
4,0,2,3,47,0,2,0,49.8,1.54,10.63,-37.63,9.43,10.01,9.76,8.83
2,4,4,2,44,0,1,1,53.64,6.47,9.54,-37.63,9.03,8.17,7.01,6.14
2,4,4,2,44,0,1,0,53.66,6.47,9.55,-37.64,8.97,8.19,7.06,6.11
1,1,3,4,47,0,0,0,58.63,8.18,12.8099,-37.6401,8.27,5.74,3.75,2.62
1,4,0,2,49,0,0,0,56.3999,6.49,12.26,-37.6499,11.84,6.81,3.47,2.75
1,1,3,4,47,0,0,1,58.62,8.21999,12.73,-37.67001,8.27,5.81,3.74,2.61
4,3,1,1,47,2,1,0,48.03,3.98999,6.36,-37.68001,9.28,10.51,11.07,10.77
3,0,2,2,49,3,0,0,44.13,0.85,5.59,-37.69,8.55,11.65,14.6,14.63
4,4,1,1,46,2,1,0,48.63,4.03,6.9,-37.7,9.76,10.54,10.54,9.59
3,0,2,2,49,2,1,1,44.3,0.80999,5.75,-37.74001,8.72,12.29,14.09,14.04
4,0,3,3,46,0,2,0,50.51,1.99,10.77,-37.75,9.09,9.62,9.45,8.55999
4,3,4,2,43,0,0,1,53.15,6.74,8.63,-37.78,7.92,7.97999,8,7.59
3,0,2,2,49,2,0,1,44.3799,0.84,5.75,-37.7899,8.72,12.2,14.06,14.04
1,4,2,3,46,0,0,2,57.43,7.24,12.3899,-37.8001,9.79,6.61,3.8,2.73
4,2,3,2,45,0,1,1,52.16,6.16,8.19,-37.81,7.8,8.53,8.81,8.34
3,0,2,2,49,2,1,0,44.45,0.86999,5.76,-37.82001,8.75,12.15,13.9,14.12
1,1,4,3,47,0,0,2,56.5899,7.27,11.49,-37.8299,8.73,7.17,5.19,3.56
4,3,4,2,43,0,0,0,53.25,6.85999,8.55999,-37.83002,7.88,7.96,7.93,7.56
4,2,3,2,45,0,1,0,52.09,6,8.25,-37.84,8,8.67,8.85,8.14
1,0,3,2,50,3,0,0,48.82,2.84,8.12,-37.86,10,11.83,11.09,7.29
4,0,1,3,48,0,3,1,49.29,1.06999,10.36,-37.86001,9.89,10.56,10.14,8.68
4,0,1,3,48,0,2,1,49.28,1.06,10.31,-37.91,9.87999,10.5,10.22,8.74
1,0,3,2,50,3,0,1,48.74,2.79,8.02,-37.93,10.13,11.86,11.06,7.39999
1,2,4,3,46,0,0,2,57.24,7.58,11.72,-37.94,8.62,6.64,4.73,3.46
1,0,2,2,51,2,0,0,48.58,2.34,8.29,-37.95,11.27,13.69,10.11,5.72
4,1,0,2,49,0,3,0,49.99,4.31,7.72999,-37.95001,8.86,10.26,10.13,8.72
3,3,2,1,47,2,1,0,48.58,3.92,6.69,-37.97,9.49,10.25,10.9,10.17
1,2,4,4,45,0,0,3,59.45,8.67,12.79,-37.99,7.72,5.26,3.59,2.51
4,0,1,3,48,0,2,0,49.32,1.06,10.27,-37.99,9.85,10.61,10.19,8.70999
3,0,2,2,49,2,0,0,44.49,0.80999,5.68999,-37.99002,8.68,12.06,14.06,14.21
1,4,1,4,46,0,0,3,59.51,8.07,13.44,-38,8.92,5.02,2.82,2.22
1,0,2,2,51,2,0,1,48.58,2.31,8.24,-38.03,11.31,13.74,10.12,5.7
3,0,3,2,48,3,2,1,45.41,1.21,6.16,-38.04,8.57,11.1299,13.5699,13.95
3,4,2,1,46,2,2,0,49.17,4.09,7.04,-38.04,9.94,10.67,10.31,8.78
3,3,2,1,47,2,0,0,48.68,3.96999,6.59,-38.12001,9.41,10.4,10.8799,10.07
4,0,4,3,45,0,2,1,51.42,2.45,10.84,-38.13,8.7,9.03,9.12,8.44
4,0,4,3,45,0,2,0,51.39,2.42,10.8,-38.17,8.79,9.09,9.04999,8.45999
3,2,1,1,49,1,0,0,48.68,3.71999,6.76,-38.20001,8.75,10.78,11.1299,10.18
1,3,2,4,46,0,0,1,59.8,8.32,13.25,-38.23,8.32,4.99,3.04,2.29
1,4,1,4,46,0,0,2,59.64,8.07,13.3,-38.27,8.89,5.01,2.8,2.28
4,1,0,2,49,0,3,1,50.06,4.22,7.57,-38.27,8.98,10.28,10.14,8.74
3,0,3,2,48,3,2,0,45.58,1.25,6.05,-38.28,8.54,11.19,13.63,13.76
4,1,0,2,49,0,2,0,50.1299,4.25,7.59,-38.2899,9.04,10.09,10.28,8.61
2,2,2,1,49,3,1,0,48.25,3.59,6.37,-38.29,9.24,11.37,11.18,9.99
4,0,0,3,49,0,0,2,48.86,0.62,9.95,-38.29,10.41,11.12,10.56,8.48
4,1,0,2,49,0,1,0,50.0199,4.21,7.51,-38.2999,9.04,10.08,10.25,8.88
1,3,3,4,45,0,0,3,59.78,8.48,13,-38.3,8.21999,5.07,3.17,2.27
4,1,0,2,49,0,0,0,50.19,4.25,7.61,-38.33,9.03,10.12,10.2099,8.59
4,1,0,2,49,0,2,1,50.16,4.22999,7.6,-38.33001,9.11,10.05,10.18,8.67
1,2,2,2,49,0,0,0,56.19,6.49,11.36,-38.34,10.31,7.56,4.7,3.39
4,0,0,3,49,0,2,0,48.9,0.62,9.93,-38.35,10.47,11.08,10.52,8.48
1,4,0,1,50,3,0,0,50.22,3.55,8.29,-38.38,12.42,12.4,8.29,4.84
1,3,2,4,46,0,0,0,59.8,8.33,13.0899,-38.3801,8.48,4.93,3.05,2.32
1,2,4,4,45,0,0,2,59.65,8.55999,12.69,-38.40001,7.64999,5.31999,3.57,2.56
4,0,0,3,49,0,1,1,49.02,0.65,9.95999,-38.41001,10.24,11.19,10.52,8.43
4,0,0,3,49,0,0,0,48.93,0.66,9.85,-38.42,10.39,11.16,10.5499,8.46999
1,2,2,2,49,0,0,1,56.25,6.52999,11.3,-38.42001,10.26,7.64,4.66,3.36
4,1,0,2,49,0,0,1,50.26,4.2,7.61,-38.45,8.89,10.18,10.31,8.55
4,0,0,3,49,0,1,2,49.04,0.65,9.94,-38.45,10.29,11.04,10.59,8.45
4,0,0,3,49,0,2,1,49.01,0.63,9.92,-38.46,10.19,11.11,10.58,8.55
2,2,2,1,49,3,0,0,48.39,3.55,6.37,-38.47,9.22,11.17,11.3,10
4,0,0,3,49,0,2,2,49.01,0.66,9.87999,-38.47001,10.31,11.07,10.4899,8.58
2,4,2,1,47,3,0,0,49.15,3.74,6.93,-38.48,9.77,11.3,10.44,8.67
4,0,1,3,48,0,1,0,49.65,1.04,10.11,-38.5,9.75,10.41,10.16,8.89
3,0,3,2,48,2,2,1,45.8799,1.19,6.17,-38.5199,8.77,11.4699,13.07,13.4599
1,0,2,3,50,0,0,2,56.12,5.26,12.33,-38.53,9.68,8.42,5.2,2.98999
3,0,2,2,49,1,2,0,45.64,0.86,6.25,-38.53,9.54,11.42,13.37,12.91
4,0,0,3,49,0,3,0,49.04,0.67,9.83,-38.54,10.29,11.21,10.5,8.45999
4,0,0,3,49,0,0,1,49,0.66,9.8,-38.54,10.2,11.29,10.4899,8.55
4,0,0,3,49,0,1,0,49.1,0.63,9.93,-38.54,10.26,11.11,10.56,8.41
4,1,0,2,49,0,1,1,50.26,4.10999,7.57,-38.58001,8.95999,10.28,10.14,8.69
4,0,1,3,48,0,1,2,49.64,1.05,9.96999,-38.62001,9.71999,10.52,10.23,8.88
4,1,4,2,45,1,0,1,50.17,3.81,7.72999,-38.63001,8.59,9.29,10.24,10.17
4,2,0,1,49,1,0,0,49.09,3.59999,6.85999,-38.63002,8.12,10.2,11.2,10.93
2,4,2,1,47,3,1,0,49.25,3.63,6.98,-38.64,9.75,11.24,10.5,8.64999
4,0,0,3,49,0,3,1,49.16,0.67,9.84,-38.65,10.2,11.16,10.4599,8.51
1,0,3,4,48,0,0,1,58.13,6.8,12.67,-38.66,8.68,6.55,4.31,2.85
3,0,3,2,48,2,2,0,46.1,1.2,6.21,-38.69,8.75,11.49,13.03,13.23
4,2,0,1,49,1,3,0,49.02,3.65,6.68,-38.69,8.26,10.2,11.3799,10.82
1,0,4,4,47,0,0,3,58.14,7.04,12.4,-38.7,8.41,6.6,4.54,2.87
4,0,0,3,49,0,3,2,49.21,0.62,9.87999,-38.71001,10.23,11,10.62,8.43
3,2,1,1,49,1,1,0,49.15,3.57,6.85999,-38.72001,8.62,10.37,11.16,10.26
1,0,3,2,50,2,0,0,49.72,2.78,8.21999,-38.72001,10.29,12.07,10.2099,6.72
1,2,3,4,46,0,0,1,59.8199,8.52,12.55,-38.7499,8.01,5.14999,3.47,2.48
1,0,3,4,48,0,0,0,58.15,6.79,12.61,-38.75,8.78,6.51,4.3,2.86
2,1,4,2,47,0,0,0,52.44,5.19,8.49,-38.76,8.58,9.12,8.75,7.43
1,0,2,3,50,0,0,1,56.34,5.31,12.27,-38.76,9.58,8.18,5.28,3.05
1,3,3,4,45,0,0,2,60.07,8.34,12.9599,-38.7701,8.11,4.99,3.17,2.36
4,0,1,3,48,0,1,1,49.81,1.06999,9.95999,-38.78002,9.7,10.41,10.18,8.87
4,3,1,1,47,1,2,0,50.01,4.1,7.12,-38.79,8.78,9.93,10.2999,9.76
4,3,1,1,47,1,3,0,49.94,3.93,7.22,-38.79,8.82,9.89,10.37,9.84
3,4,2,1,46,3,0,0,49.54,3.96999,6.78,-38.79001,9.18,10.78,10.36,9.39
1,4,4,2,45,1,0,1,53.15,4.58,9.77,-38.8,10.77,9.22,7.14999,5.36
3,4,2,1,46,3,1,0,49.55,3.96999,6.78,-38.80001,9.19,10.67,10.45,9.39
4,0,1,3,48,0,0,2,49.87,1.02,9.99,-38.86,9.71999,10.39,10.26,8.76
3,0,2,2,49,1,2,1,45.87,0.88,6.13,-38.86,9.59,11.37,13.32,12.83
1,2,3,4,46,0,0,0,59.98,8.41,12.7,-38.87,7.88,5.16,3.42,2.46
4,0,2,3,47,0,0,2,50.6299,1.5,10.23,-38.8999,9.09,9.85,9.84,8.86
4,0,1,3,48,0,0,1,49.98,1.04,10.04,-38.9,9.73,10.33,10.09,8.79999
4,1,4,2,45,1,1,0,50.41,3.83,7.66,-38.92,8.63,9.24,10.02,10.2099
1,0,4,4,47,0,0,2,58.33,7.04,12.37,-38.92,8.35,6.58,4.46,2.88
3,3,2,1,47,1,2,0,50.32,4.1,7.3,-38.92,9.04999,10,9.98,9.25
2,1,4,2,47,0,1,0,52.4,5.17,8.3,-38.93,8.55999,9.12,8.92,7.53
